ÃÄ«~¥N½X,ÃÄ«~¾Ç¦W,ÃÄ«~¦WºÙ,ÃÄ«~¤ÀÃþ,¾AÀ³¯g,¸T§Ò,°Æ§@¥Î,Àx¦s,¥Îªk¥Î¶q,¨x¥\¯à²§±`(Y/N),¨x¥\¯à²§±`»¡©ú,µÇ¥\¯à²§±`(Y/N),Ãh¥¥¥ÎÃÄ¦MÀI¤À¯Å,¥¥´Á¥ÎÃÄ«ØÄ³,¥¥´Áªþ±a»¡©ú,­÷¨Å´Á¥ÎÃÄ«ØÄ³,­÷¨Å´Áªþ±a»¡©ú,µ¹ÃÄ³~®|,°®¯»µ}ÄÀ²G,¿éª`ÂIºw²G,IVP¥Îªk«ØÄ³,IVD¥Îªk«ØÄ³,ª`·N¨Æ¶µ
OAMIO2,Amiodarone,Amiorone 200mg,CAVS,,¾AÀ³¯g: Ventricular arrhythmia¡A Life-threatening; Treatment and Prophylaxis °Æ§@¥Î: Common Cardiovascular: Hypotension (Oral¡A less than 1%; IV¡A 15.6% ) Dermatologic: Photodermatitis (2% to 24% )¡A Photosensitivity (3% to 10% ) Endocrine metabolic: Thyroid dysfunction Gastrointestinal: Constipation (4% to 9% )¡A Loss of appetite (4% to 9% )¡A Nausea (10% to 33% )¡A Vomiting (10% to 33% ) Hepatic: Increased liver enzymes Neurologic: Abnormal gait (4% to 9% )¡A Coordination problem (4% to 9% )¡A Dizziness (4% to 9% )¡A Involuntary movement (4% to 9% )¡A Movement disorder (4% to 9% )¡A Paresthesia (4% to 9% )¡A Peripheral neuropathy Ophthalmic: Corneal deposit¡A Microdeposits¡A Visual disturbance (4% to 9% ) Other: Malaise and fatigue (4% to 9% ) Serious Cardiovascular: Bradyarrhythmia¡A Cardiac dysrhythmia¡A Congestive heart failure¡A High threshold for implanted defibrillator¡A Prolonged QT interval¡A Sinus arrest¡A Torsades de pointes¡A Vasculitis¡A Ventricular arrhythmia Dermatologic: Injection site extravasation¡A Stevens-Johnson syndrome¡A Toxic epidermal necrolysis Endocrine metabolic: Hyperthyroidism (2% )¡A Hypothyroidism (Up to 10% .)¡A Thyroid cancer¡A Thyrotoxicosis Hematologic: Thrombocytopenia Hepatic: Hepatotoxicity Immunologic: Anaphylaxis¡A Hypersensitivity reaction¡A Lupus erythematosus Musculoskeletal: Low back pain¡A acute¡A Rhabdomyolysis Neurologic: Pseudotumor cerebri¡A Raised intracranial pressure Ophthalmic: Blindness AND/OR vision impairment level¡A Optic neuritis¡A Toxic optic neuropathy Renal: Renal impairment Respiratory: Acute respiratory distress syndrome (2% )¡A Pulmonary fibrosis¡A Pulmonary toxicity (Up to 17% ) ¸T§Ò: Cardiogenic shock. Hypersensitivity to amiodarone or to any of its components¡A including iodine. Sick sinus syndrome¡A second- or third-degree atrioventricular block¡A bradycardia leading to syncope without a functioning pacemaker. Severe sinus bradycardia or second or third degree atrioventricular block¡A if no pacemaker is present. Pregnancy¡A lactation.,,Äá¤ó25«×C¥H¤U,initial 200mg tid for 8-10 days maintenance dose: 100-400 mg 5 days a week.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,,Human (and animal) data suggest risk,[¥é³æ¸`¿ý]°Êª«¹êÅç¥¼Åã¥Ü¦³¥ô¦ó­P·î©Ê...... ¥Ñ©ó­L¨àªº¥Òª¬¸¢¦bÃh¥¥«á²Ä14¶g¤~¶}©l©M¸Kµ²¦X¡A¦]¦¹¦b¦¹¤§«eªA¥Î¥»ÃÄ¨Ã¤£¹w´Á¹ï­L¨àªº¥Òª¬¸¢¦³¥ô¦ó§@¥Î. µM¦Ó¡A¦bÃh¥¥¶W¹L³o´Á¶¡ªA¥ÎAmiodarone¡A·|¨ÏÅé¤º¸K¹L¦h¡A³y¦¨­L¨à¦b¥Íª«©ÎÁ{§É¤W(¥Òª¬¸¢¸~)¤Wªº¥Òª¬¸¢¥\¯à§C¤U. ©Ò¥H¡A¦ÛÃh¥¥²Ä2´Á(²Ä4-6­Ó¤ë)¶}©l¡A¸T¤î¨Ï¥ÎAmiodarone.,Contraindicated ­÷¨Å´Á¨Ï¥Î¸T§Ò,[¥é³æ]Amiodarone¤Î¨ä¥NÁÂ²£ª«»P¸K¤À¤l¡A¬Ò·|¥H°ª©ó¦b¥ÀÅéªº¦å¼ß¿@«×¦s¦b©ó¨Å¥Ä¤¤. ¥Ñ©ó¨ä¹ï·s¥Í¨à¦³²£¥Í¥Òª¬¸¢§C¤Uªº¦MÀI¡A©Ò¥H¨Ï¥Î¥»«~ªº¥À¿Ë¸T¤î¥H¥À¨Å­÷¨|À¦¨à.,,,,,,
EENO,Enoxolone,Enoxolone Gingival Paste 1%¡A 80gm,TENT,To relieve pain due to disease of the gums and wounds prosthesis.,Hypersensitivity to any component of the formulation.,Hypersensivity.,25¢J¥H¤U,Brushing followed by a massage gums after meal for a few minutes¡A then rinse.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,Uknown ¨S¦³¸ê®Æ,,Unknown ¨S¦³¸ê®Æ,,TOPI;,,,,,
IHIB0,Haemophilus b Conjugate Vaccine,Act-HIB 0.5mL(¶Ý¦å±ìµß¬Ì­]¡A ¬F©²´£¨Ñ),HIMM,,¾AÀ³¯g:Active immunization for the prevention of invasive disease caused by Haemophilus influenzae type b (Hib) °Æ§@¥Î: >10%: Central nervous system: Irritability (infants: 67% to 76%; children: 13% to 27%)¡A drowsiness (infants: 49% to 66%; adults: 60%; children: 13% to 36%) Gastrointestinal: Anorexia (infants: 28% to 33%; children: 6% to 13%)¡A diarrhea (booster dose in children: 15%) Local: Pain at injection site (infants: 43% to 57%; children: 21%)¡A erythema at injection site (infants: 19% to 32%; children: <1%)¡A swelling at injection site (infants: 13% to 22%; children: <=4%)¡A tenderness at injection site (<=20%) Miscellaneous: Fever (1% to 35%) 1% to 10%: Gastrointestinal: Vomiting (children: <=5%) Local: Induration (children: <=6%) Frequency not defined: Central nervous system: Guillain-Barre syndrome¡A seizure Dermatologic: Skin rash¡A urticaria Hematologic & oncologic: Thrombocytopenia Local: Injection site: soreness Otic: Otitis media Respiratory: Tracheitis¡A upper respiratory tract infection ¸T§Ò:Hypersensitivity to Haemophilus b polysaccharide¡A tetanus toxoid-containing vaccine (Hiberix and ActHIB only)¡A or any component of the formulation,,2-8¢J,Infants 6 weeks to 6 months: Minimum age for first dose is 6 weeks. -Before 6 months of age: IM: 3 successive 0.5 mL doses at one or two month intervals followed by a booster injection (0.5mL) at 18 months of age. -Between 6 and 12 months¡A two 0.5mL doses at a one month interval followed by a booster injection (0.5mL) at 18 months of age. -From 1 to 5 years:IM: 0.5 mL as a single dose,,,,°£«DªvÀø¤W»Ý­n,,,No (Limited) Human Data - Probably Compatible µL(«Ü¤Ö)¸ê®Æ - ¥i¨Ï¥Î,,,,,,,¬Ì­]­á´¹¯»»P±M¥Îµ}ÄÀ²G²V¦X«á¨Ï¥Î¡C
OFRIN,Iron(III) + Cyanocobalamin + Folic acid,Ferrin 150/0.025/1mg,NUTR,,¾AÀ³¯g:Treatment of iron deficiency anemia¡A vit B12 & folic acid deficiency. °Æ§@¥Î:GI irritation¡A constipation¡A nausea. ¸T§Ò:Known hypersensitivity to polysaccharide-iron complex or any component of the formulations; hemochromatosis; hemosiderosis.,,«Ç·Å,1 tab once daily.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,,,Contraindicated ­÷¨Å´Á¨Ï¥Î¸T§Ò,,,,,,,
IFIR8,Degarelix,Firmagon inj 80mg/4mL,RACA,Advanced hormone-dependent prostate cancer in adult male patients.,Known hypersensitivity to degarelix or any component of the formulation; pregnant.,Hot flush¡A inj site reactions. Anemia; increased wt; insomnia; dizziness¡A headache¡A diarrhea¡A nausea; increased liver transaminases; hyperhidrosis (including night sweats)¡A rash¡A musculoskeletal pain & discomfort; gynecomastia¡A testicular atrophy¡A erectile dysfunction; chills¡A pyrexia¡A fatigue¡A flu-like illness.,30¢J¥H¤UÁ×§K§N­á,Loading dose: 240 mg administered as two 120 mg (3 mL) injections; Maintenance dose: 80 mg administered as one 4 mL injection every 28 days (beginning 28 days after initial loading dose),µL»Ý½Õ¾ã¾¯¶q,Severe hepatic impairment (Child Pugh class C): use with caution,µL»Ý½Õ¾ã¾¯¶q,¤£¥i¨Ï¥Î,Uknown ¨S¦³¸ê®Æ,[¥é³æ] Ãh¥¥¤ÀÃþµ¥¯ÅX¡C Degarelix ­Ý¥Î©óÃh¥¥©Î¥i¯àÃh¥¥ªº°ü¤k¡C§ë»P degarelix ©óÃh¥¥°ü¤k·|¹ï­L¨à²£¥Í¶Ë®`¡C¥HÅéªí­±¿n(mg/m2)¬°°òÂ¦¡A§ë»P degarelix Á{§É¤Wªì©l¾¯¶q(240mg)ªº0.02%·|¾É­P¾¹©x§Î¦¨´Áªº¨ß¤l­F­L©M­L¨à¦º¤`¤Î¬y²£¡C¥HÅéªí­±¿n(mg/m2)¬°°òÂ¦¡A¹ï¾¹©x§Î¦¨´ÁªºÃh¥¥¶¯©Ê¤j¹«§ë»P degarelix Á{§É¤Wªì©l¾¯¶qªº 0.036%¡A·|¾É­P­F­LµÛ§É«á¬y²£¼W¥[©M­°§C¬¡­L¼Æ¡C °²¦p³o­ÓÃÄ«~¥Î©óÃh¥¥´Á¶¡©Î°²¦p¯f±w¦b¥ÎÃÄ´Á¶¡Ãh¥¥¡A»Ý­n¥ý§iª¾¯f±wÃÄª«¹ï­L¨àªº¼ç¦b¼vÅT¡C,Unknown ¨S¦³¸ê®Æ,,SC;,,,X,X,¡E THE VIALS SHOULD NOT BE SHAKEN 1. Remove the cover from the vial adapter pack 2. Prepare the pre-filled syringe by attaching the plunger rod.
IHEX,DTaP-IPV-HIB-HBV,Hexaxim (¤»¦X¤@¡A¬F©²´£¨Ñ) 0.5mL/dose,HIMM,,¾AÀ³¯g:Primary and booster vaccination of infants and toddlers (6 weeks to 24 months) against diphtheria¡A tetanus¡A pertussis¡A hepatitis B¡A poliomyelitis and invasive diseases caused by Haemophilus influenzae type B (Hib). °Æ§@¥Î:Anorexia (decreased appetite)¡A crying¡A somnolence¡A abnormal crying (prolonged crying)¡A vomiting¡A diarrhea¡A injection-site pain¡A erythema and swelling¡A irritability¡A pyrexia (body temperature >38¢XC). ¸T§Ò:Hypersensitivity to diphtheria¡A tetanus¡A acellular pertussis¡A hepatitis B (rDNA)¡A inactivated poliomyelitis and adsorbed Hib conjugate vaccine or to any of the excipients of Hexaxim¡A to trace residuals (glutaraldehyde¡A formaldehyde¡A neomycin¡A streptomycin and polymyxin B)¡A to any pertussis vaccine or after previous administration of Hexaxim or a vaccine containing the same components or constituents.,,2-8¢J,Primary Vaccination: 3 doses of 0.5 mL to be administered at intervals of at least 4 weeks and as per schedules 6¡A 10¡A 14 weeks; 2¡A 3¡A 4 months; 3¡A 4¡A 5 months; 2¡A 4¡A 6 months. Booster vaccination 2nd yr of life at least 6 mth after last priming dose.,µL»Ý½Õ¾ã¾¯¶q,There are no dosage adjustments provided in the manufacturer¡¦s labeling,µL»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,Compatible ¡V maternal benefit >> embryo-fetal risk,,No (Limited) Human Data - Probably Compatible µL(«Ü¤Ö)¸ê®Æ - ¥i¨Ï¥Î,,IM;,,,,,
OVIM,Lacosamide,Vimpat 100mg,CNEU,1. Monotherapy for localized seizures with or without secondary generalized seizures in patients aged four and above who have experienced either their first or multiple seizures. 2. Adjunctive therapy for the following conditions: (1) Patients aged four and above with complex partial seizures and simple or complex partial seizures with secondary generalization¡A with or without other seizure types. (2) Patients aged four and above with primary generalized tonic-clonic seizures (PGTCS) and idiopathic generalized epilepsy.,Allergic to the main ingredients or any excipients. second-or third-degree AV block.,Common: Nausea (Up to 24%)¡A Dizziness (Oral¡A 16-30% ; IV¡A 20-60%)¡A Headache (11-16%)¡A Diplopia (9-11%) Serious: Atrial fibrillation and flutter¡A First degree atrioventricular block¡A Asymptomatic (0.4%)¡A Prolonged PR interval¡A Drug reaction with eosinophilia and systemic symptoms¡A Suicidal behavior¡A Suicidal thoughts,25¢J¥H¤U,Children and adolescents bodyweight >=50 kg and adults: Monotherapy and Adjunctive Therapy: Initial Dosage: 50 mg twice daily. One week later¡A the initial therapeutic dose was increased to 100 mg twice a day. According to response and tolerability¡A the maintenance dose can be increased by 50 mg twice a day (100 mg/day) per week¡A to the maximum recommended daily dose: 200 mg twice a day. Start treatment with a fast-acting dose of Lacosamide:200 mg as a single dose. After 12 hours¡A100 mg twice a day (200 mg/day) as a maintenance dose. Discontinue the drug: recommended to gradually reduce the dose (for example¡A reduce the daily dose by 200 mg/week). For patients with severe cardiac arrhythmia¡A clinical benefit/risk assessment should be performed¡A and Lacosamide should be discontinued if necessary. Switch from a single antiepileptic drug (AED) to Lacosamide monotherapy: The anti-epileptic drugs should not be discontinued until the therapeutic dose of Lacosamide is reached for at least 3 days. It is recommended to gradually stop using anti-epileptic drugs for at least 6 weeks.,»Ý½Õ¾ã¾¯¶q,[¥é³æ]°w¹ï»´«×©Î¤¤«×¨x¥\¯à¤£¥þ¯f¤H¡A«ØÄ³´î¤Ö³Ì¤j¾¯¶qªº 25%¡C¨x¥\¯à¤£¥þ¯f¤HÀ³ÂÔ·V¶i¦æ¾¯¶q½Õ¾ã¡CLacosamide ¤£«ØÄ³¥Î©ó­««×¨x¥\¯à¤£¥þªº¯f¤H¡C,»Ý½Õ¾ã¾¯¶q,°£«DªvÀø¤W»Ý­n,No (limited) human data ¡V animal data suggest moderate risk,[¥é³æ]¹ï©ó©Ò¦³ªº§ÜÅöíwÃÄª«¡A¥Î©óªvÀøÃh¥¥°ü¤k«á¡A Åã¥Ü¨ä·s¥Í¨àµo¥Í·î«¬ªº²±¦æ²v¬O¤@¯ë±Ú¸s²±¦æ²v(¬ù¬°3%)ªº 2 ¨ì 3 ­¿¡C ¨Ï¥Î§ÜÅöíwÃÄª«ªvÀøªºÃh¥¥°ü¤k¤¤¡Aµo²{¨ä¤¤±µ¨ü¦h­«ÅöíwÃÄª«ªvÀø«á¡A±N¼W¥[¨ä·s¥Í¨à·î«¬ªº¤ñ¨Ò¡C ¦ý¬O¥Ø«e©|¥¼Âç²MÃÄª«ªvÀø©M/©Î¯e¯f¹ï©ó­P·îµ{«×¤§¼vÅT¦óªÌ¬°¬Æ¡C ¦¹¥~¡A¦³®Äªº§ÜÅöíwªvÀø¤£¥i¤¤Â_¡A¦]¬°¯e¯fªº´c¤Æ±N¤£§Q©ó¥À¿Ë¤Î­L¨à¡C ¨Ï¥Î Lacosamide ¤§¬ÛÃö­·ÀI: ¨S¦³¥¥°ü¨Ï¥Î Lacosamide ªº¨¬°÷¼Æ¾Ú¡C ¦b°Êª«¬ã¨s¤¤¡A¤j¹«©Î¨ß¤l¥¼Åã¥Ü¥ô¦ó­P·î­L§@¥Î ¡A¦ý¦bÆ[¹î¨ì¥ÀÅé¬r©Ê¾¯¶q¤U¡A¹ï©ó¤j¹«©M¨ß¤l¨ã­F­L¬r©Ê¡C ¹ï¤HÃþ¼ç¦bªº­·ÀI¥¼ª¾¡CLacosamide ¤£À³¸Ó¦bÃh¥¥´Á¶¡¨Ï¥Î¡A°£«D©ú½T»Ý­n¡]¦p¹ï¥À¿Ëªº¯q³B©úÅã¤j©ó¹ï­L¨à¼ç¦bªº­·ÀI¡^¡C ¦pªG°ü¤k¨M©wÃh¥¥¡A¨Ï¥Î¥»²£«~À³¥J²Ó­«·sµû¦ô¡C,No (Limited) Human Data - Potential Toxicity µL(«Ü¤Ö)¸ê®Æ - Á×§K¨Ï¥Î,[¥é³æ]Lacosamide ·|¤Àªc¦Ü¤HÃþ¥À¨Å¤¤¡A ¦]¦¹À³¦Ò¼{ÃÄª«¹ï¥À¿Ëªº­«­n©Ê¡A¨Ó¨M©w¬O§_°±¤î­÷¨Å©Î°±¤î¨Ï¥ÎLacosamide ¡C,AC;AC15;PC;PO;WM;,,,,,
OCLOPD,Clopidogrel,Clopidogrel 75mg,HEMT,Prevention of atherothrombotic events in patients suffering from MI¡A ischemic stroke or established peripheral arterial disease; in patients suffering from non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave MI) in combination with aspirin. ST segment elevation acute MI in combination with aspirin in patients eligible for thrombolytic therapy.,Severe liver impairment. Peptic ulcer & intracranial haemorrhage. Lactation.,GI bleeding¡A purpura¡A bruising¡A haematoma¡A epistaxis¡A haematuria¡A ocular haemorrhage¡A intracranial bleeding¡A abdominal pain¡A dyspepsia¡A gastritis & diarrhoea¡A rash¡A pruritus. Cardiovascular: Chest pain¡A Hypertension (4.3% ) Dermatologic: Pruritus (3.3% )¡A Purpuric disorder (5.3% )¡A Rash (4.2% ) Endocrine metabolic: Hypercholesterolemia Gastrointestinal: Abdominal pain¡A Constipation¡A Diarrhea¡A Gastritis¡A Indigestion Hematologic: Epistaxis (2.9% )¡A Purpura (5.3% ) Musculoskeletal: Arthralgia (6.3% )¡A Backache (5.8% ) Neurologic: Headache (7.6% ),25¢J¥H¤U,Adult & elderly recommend 75 mg once daily. Patients with non-ST segment elevation acute coronary syndrome: Initially giving 300 mg as loading dose¡A continued with 75 mg once daily (combined with 75-325 mg aspirin daily). Dose of aspirin should be less than 100 mg. ST segment elevation acute MI: 75 mg daily¡A combined with aspirin.,µL»Ý½Õ¾ã¾¯¶q,1.¨Ï¥Î©ó¥i¯à¦³¥X¦åÅé½èªº¤¤«×¨x¥\¯à¤£¨}±wªÌ¤§¸gÅç¦³­­¡AÀ³¤p¤ß¨Ï¥Î©ó¦¹¯f¤H¸s¡C 2.ÃÄª«°ò¦]¾Ç¡G¨xÅ¦»Ã¯ÀCYP2C19 ¥NÁÂ¥\¯à¤£¨Î¯f¤H·|­°§Cclopidogrel ¤§§Ü¦å¤pªO¤ÏÀ³¡AÁöµM´£°ªclopidogrel ¾¯¶q·|¼W±jCYP2C19 ¥NÁÂ¥\¯à¤£¨Î¯f¤H¤§§Ü¦å¤pªO¤ÏÀ³¡A±©CYP2C19 ¥NÁÂ¥\¯à¤£¨Î¯f¤H¤§¾A·íµ¹ÃÄ¾¯¶q©|¥¼§¹¥þ«Ø¥ß¡C,µL»Ý½Õ¾ã¾¯¶q,¥i¯à¦w¥þ,No (limited) human data ¡V probably compatible,,No (Limited) Human Data - Probably Compatible µL(«Ü¤Ö)¸ê®Æ - ¥i¨Ï¥Î,,AC;AC15;PC;PO;WM;,,,,,
ICARN,L-carnitine,L-Carnit inj 1gm/5mL,NUTR,Carnitine deficiency in patients with end-stage renal disease requiring hemodialysis (injection only)¡A primary systemic carnitine deficiency and secondary carnitine deficiency.,Hypersensitivity to levocarnitine or any component of the formulation.,>10%: Cardiovascular: Hypertension (intravenous: 18% to 21%)¡A chest pain (intravenous: 15%) Central nervous system: Headache (intravenous: 37%)¡A dizziness (intravenous: 15% to 18%)¡A paresthesia (intravenous: 12%) Endocrine & metabolic: Hypercalcemia (intravenous: 6% to 15%) Gastrointestinal: Diarrhea (intravenous: 35%)¡A abdominal pain (intravenous: 21%)¡A vomiting (intravenous: 21%)¡A nausea (intravenous: 12%) Hematologic & oncologic: Anemia (intravenous: 5% to 12%) Infection: Infection (intravenous: 24%) Neuromuscular & skeletal: Weakness (intravenous: 9% to 12%) Respiratory: Cough (intravenous: 18%)¡A rhinitis (intravenous: 11%) Miscellaneous: Accidental injury (intravenous: 12%)¡A fever (intravenous: 6% to 12%),30¢J¥H¤UÁ×¥ú,Carnitine deficiency causes Hemodialysis: 2g IV over 2 to 3 min after dialysis. [Micromedex 20210731] Carnitine deficiency¡A Secondary - Inborn error of metabolism ¡E initial¡A 50 mg/kg IV bolus (over 2 to 3 min) or infusion; repeat 50 mg/kg IV daily if clinically indicated; Maximum dose 300 mg/kg. ¡E severe metabolic crisis¡A initial¡A 50 mg/kg IV over 2 to 3 min bolus injection or infusion¡A repeat 50 mg/kg IV in divided dose over 24 hr (every 3 to 4 hr and not less than every 6 hr); repeat 50 mg/kg IV daily if clinically indicated; Maximum dose 300 mg/kg. Carnitine deficiency; Treatment and Prophylaxis - End-stage renal disease - Hemodialysis ¡E initial¡A 10 to 20 mg/kg (dry weight) over 2 to 3 min bolus injection after dialysis; subsequent dose titration determined by trough (predialysis) levocarnitine concentrations.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¥i¯à¦w¥þ,Uknown ¨S¦³¸ê®Æ,,Unknown ¨S¦³¸ê®Æ,,IVD;IVP;IVPUSH;,,¡iL/R¡j¥i¿ï ¥é³æ«ØÄ³¡C¡iN/S¡j¥i¿ï ¥é³æ«ØÄ³¡C,Administer as a bolus dose over 2 to 3 minutes or by infusion.,Intermittent infusion over 15 to 30 minutes. Drug concentrations ranging 0.5-8 mg/mL.,Compatible when mixed with Normal Saline or Lactated Ringer's in concentrations ranging from 0.5 mg/mL to 8 mg/mL
OURI8,Silodosin,Urief F.C. 8mg,SGU,Treatment of signs and symptoms of benign prostatic hyperplasia (BPH).,Severe hepatic impairment; severe renal insufficiency.,Drowsiness¡A postural hypotension¡A syncope¡A asthenia¡A depression¡A headache¡A dry mouth¡A GI disturbances¡A edema¡A blurred vision¡A rhinitis¡A erectile disorders¡A tachycardia¡A palpitation¡A hypersensitivity reactions; flushes; chest pain; dizziness; lack of energy.,½Ð«O¦s©ó±K³¬®e¾¹¡BÁ×¥ú¡B25¢XC¥H¤U,4 mg BID¡A after breakfast and evening meal. Or 8mg QD after meal.,µL»Ý½Õ¾ã¾¯¶q,»´«×¤Î¤¤«×¨x¥\¯à»ÙÃªªÌ(Child-Pugh score= 7~9)µL¶·½Õ¾ã¾¯¶q ÄY­«¨x¥\¯à»ÙÃªªÌ(Child-Pugh score¡Ù10)ªºÁ{§É¬ã¨s¥¼°õ¦æ¡A¦]¦¹¥»«~¸T¥Î©óÄY­«¨x¥\¯à»ÙÃªªÌ,»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,Uknown ¨S¦³¸ê®Æ,,Unknown ¨S¦³¸ê®Æ,,PC;PO;,,,,,
ILEV,Norepinephrine,Levophed inj 4mg/4mL,CAVS,,¾AÀ³¯g: Restoration of BP in acute hypotensive states. Adjunct in the treatment of cardiac arrest & profound hypotension. °Æ§@¥Î: Occasionally¡A bradycardia; anxiety¡A transient headache. Plasma vol depletion (prolonged administration). Respiratory difficulty¡A ischemic injury. ¸T§Ò: Patients who are hypotensive from blood vol deficits except as emergency measure until blood vol therapy can be completed. Cyclopropane & halothane anesth¡A mesenteric or peripheral vascular thrombosis.,,«Ç·Å,IV infusion¡A Adult: 8-12 mcg/min initially¡A adjusting rate to maintenance a systolic blood pressure = 80-100 mmHg¡A average maintenance dose: 2-4 mcg/min. Child: 2 mcg/m2/min (max. 6 mcg/m2/min).,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,°£«DªvÀø¤W»Ý­n,Human (and animal) data suggest risk,,No (Limited) Human Data - Potential Toxicity µL(«Ü¤Ö)¸ê®Æ - Á×§K¨Ï¥Î,,IVD;,,¡iD5NS¡j¥i¿ï ¥é³æ«ØÄ³¡C¡iD5W¡j¥i¿ï ¥é³æ«ØÄ³¡C,¤£¥iIVP¨Ï¥Î¡C,¥é³æ«ØÄ³¡G1 vial (4mg/4 mL) diluted to 1000 mL of 5% dextrose solution (concentration: 4 mcg/mL)¡Aºwª`³t²v¬° 2-4 mcg/min¡C,1.¤£¥i¥Î¥Í²z­¹ÆQ¤ôµ}ÄÀ¡C 2.¥»ÃÄ«~À³ª`®g©ó¤jÀR¯ß¡A¨ÃÀH®ÉÀË¬dª`®g³¡¦ì¦åºÞ¬O§_³qºZ¡AÁ×§KÃÄ«~¥~º¯¨ìªþªñ²ÕÂ´¡C¦]ÃÄª«ªº±j¤O¦åºÞ¦¬ÁY§@¥Î¥i¯à³y¦¨§½³¡²ÕÂ´Ãa¦º¡C
