"id","drug_code","engname","chiname","ingredients","type","shape","color","category","purpose","sideEffect","comment","photo","no_use","extra_buy","licenseNo3","licenseNo6","ATC_code","update_time","HazardousDrug",
"1131","ECOMS","Comfflam spray 1.5mg/mL, 30mL/Bot","康護寧 消炎噴劑","Benzydamine","口腔噴劑 Oral Spra","罐(瓶)裝 Bot","無 Colorless","CN-Neuromuscular System","紓解口腔及咽喉疼痛, 口腔及牙周手術後疼痛。Relief of painful conditions of the mouth &amp; throat, post orosurgical &amp; periodontal procedures.","口腔乾燥, 口渴, 刺痛, 口腔發熱, 味覺改變
Oral numbness; dryness or thirst, tingling, warm feeling in mouth, altered sense","警  語:請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生Precaution:Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","Comfflam.jpg","Y","N","fda01","045922","A01AD02","2024-07-07 19:34:52","",
"1132","IENB","Enbrel 25mg inj","恩博 針筒裝注射劑","Etanercept","注射劑 Injection","針筒 Syringe","無 Colorless","IM-Allergy and Immune System","類風溼性關節炎,乾癬性關節炎,僵直性脊椎炎,乾癬。Treatment of active RA, psoriatic arthritis,ankylosing spondylitis, plaque psoriasis.","感染, 過敏反應, 皮膚搔癢, 發熱
Infections, allergic reactions, pruritus, fever.","警  語:使用藥品前後及期間, 應評估免疫抑制及感染病患的安全性與有效性","Enbrel.jpg","Y","N","fda10","000851","L04AB01","2023-09-08 09:51:19","",
"1133","IHUM4","Humira 40mg inj","復邁 針筒裝注射劑","Adalimumab","注射劑 Injection","針筒 Syringe","無 Colorless","IM-Allergy and Immune System","類風溼性關節炎,乾癬性關節炎,僵直性脊椎炎, 克隆氏症,乾癬。
Treatment of active RA, psoriatic arthritis,ankylosing spondylitis, plaque psoriasis.","發熱, 疲倦, 下呼吸道感染, 暈眩, 頭痛
Pyrexia, fatigue, lower resp infections, dizziness, headache.","使用藥品前後及期間, 應評估免疫抑制及感染病患的安全性與有效性","Humira 40mg inj.jpg","Y","Y","fda10","000776","L04AB04","2018-02-08 16:31:27","",
"1134","ICOS","Cosmegen inj 0.5mg","可美靜","Dactinomycin","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","小兒癌, 睪丸惡性腫瘤Treatment of cancers in children & testicular cancer.","倦怠,乏力, 嗜睡, 發燒, 肌肉痛, 直腸炎, 低血鈣
Malaise, fatigue, lethargy, fever, myalgia, proctitis, hypocalcemia.","警  語:本品為重症治療藥，請依照醫師指示使用Precaution:Take this medicine exactly as your doctor ordered.","Cosmegen.jpg","Y","Y","fda02","019289","L01DA01","2013-07-16 12:37:26","",
"1135","IDOB2","Gendobu inj 250mg/20mL","健多博 注射液","Dobutamine","注射劑 Injection","小瓶 Vial","無 Colorless","CV-Cardiovascular System","急性心衰竭或心因性休克等Treatment of cardiac decompensation.","心跳快, 噁心, 非特異性胸痛或心悸
Tachycardia, nausea, non-specific chest pain & palpitation.","警語:本品需( 覆核 )，給藥前須稀釋！ Precaution:Should be diluted before injecting. Double check before administering this medication!","Gendobu.jpg","N","N","fda01","042141","C01CA07","2013-05-28 18:39:38","",
"1136","EPRE1","Premarin Vaginal Cream 14gm","普力馬林陰道乳膏","Conjugated Estrogen","外用 Topical Form","軟管 Tube","無 Colorless","HR-Hormones","主治萎縮性陰道炎及外陰萎縮症等Atrophic vaginitis, atrophic urethritis.","食慾和體重改變, 皮膚斑點, 經期異常, 乳房脹痛
Appetite and weight changes; skin spots; vaginal bleeding and menstrual change","警  語:為陰道軟膏，局部使用Precaution:Vaginal cream; for external use only. Avoid contact with the eyes or mouth.","EPRE1_20140707134341.jpg","N","N","fda02","019489","G03CA57","2021-07-25 10:27:11","一級危害性",
"1137","IBLE1","BLEOCIN inj 15mg","撲類惡注射劑","Bleomycin","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","治療惡性腫瘤For cancer therapy.","嚴重間質性肺炎, 肺部纖維化, 過敏, 發熱
Severe interstitial pneumonia &amp; pulmonary fibrosis, hypersensitivity, fever,","警  語:本品為重症治療藥，請依照醫師指示使用Precaution:Take this medicine exactly as your doctor ordered.","Bleocin15mg.jpg","N","Y","fda02","019124","L01DC01","2021-07-25 10:28:24","一級危害性",
"1138","IBLE5","Bleocin inj 5mg","撲類惡注射劑","Bleomycin","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","治療惡性腫瘤Treatment of carcinoma.","間質性肺炎, 肺部纖維化, 過敏, 發熱
Severe interstitial pneumonia &amp; pulmonary fibrosis, hypersensitivity, fever","警  語:本品為重症治療藥，請依照醫師指示使用Precaution:Take this medicine exactly as your doctor ordered","Bleocin5mg.jpg","Y","N","fda02","019191","L01DC01","2024-06-11 18:45:49","一級危害性",
"1139","IETO","Eposin inj 100mg/5mL","醫百幸注射液","Etoposide","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","抗腫瘤藥Cancer therapy.","骨隨抑制, 噁心, 嘔吐, 厭食, 口腔炎
Myelosuppression, nausea, vomiting, anorexia, stomatitis.","警  語:本品為重症治療藥，請依照醫師指示使用Precaution:Take this medicine exactly as your doctor ordered.","Eposin.jpg","Y","Y","fda02","023436","L01CB01","2015-02-23 15:18:18","",
"1140","ISUB","SUBAcillin inj 1.5gm (1gm/0.5gm)","優合西林 注射劑","Ampicillin + Sulbactam","注射劑 Injection","小瓶 Vial","無 Colorless","AI-Anti-infective Agents","細菌性感染Bacterial infection.","注射部位反應, 過敏反應, 噁心, 嘔吐, 腹瀉
Inj site reactions, hypersensitivity reactions, nausea, vomiting, diarrhea.","警  語:腎功能不足者需調整劑量
Precaution: Adjust dosage in renal impairment patients","ISUB_20150505171114_1.jpg","N","N","fda01","046544","J01CR01","2024-12-26 15:56:13","",
"1141","OSYN2","Syntam granules 2400mg","郝智 口服顆粒劑","Piracetam","顆粒劑 Granules","包 Pack","白 White","CN-Neuromuscular System","腦血管障礙改善劑Treatment of cerebral circulatory insufficiency.","運動機能亢進, 體重增加, 焦躁
Hyperkinesia, weight gain, nervousness","警  語:若同時併用抗凝血劑warfarin之患者, 請務必告知醫師Precaution:Imform your doctor if you are taking warfarin.","Syntam_OSYN2.jpg","Y","N","fda01","048727","N06BX03","2017-03-08 11:47:29","",
"1142","IMV5","Multivita inj 5mL","多力維他注射液","Multivitamin","注射劑 Injection","安瓿 Amp","無 Colorless","NU-Nutrition","多種維他命缺乏症
Mutivitamin","","警  語:本藥一定要經稀釋過後使用","Multivita_IMV5.jpg","Y","N","fda01","024620","","2013-08-06 15:43:25","",
"1143","OMOBI","Mobicam 15mg","美骨健 錠","Meloxicam","錠劑 Tablet","圓扁形 Round","淡黃 Light Yellow","CN-Neuromuscular System","止痛消炎藥 (類風濕性關節炎、骨頭關節炎及僵直性脊椎炎之症狀治療)
Treatment of osteoarthritis.","消化不良, 噁心, 嘔吐, 腹痛, 便祕, 脹氣
Dyspepsia, nausea, vomiting, abdominal pain, constipation, flatulence.","警  語:有胃潰瘍病史請先告知醫生並於飯後服用。Precaution:Notify your doctor if you have stomach ulcer.","Mobicam.jpg","Y","N","fda01","046312","M01AC06","2024-02-12 08:52:45","",
"1145","OYUB","Yubon 0.25mg, 100&#039;s/bot","牙寶 含氟錠","Sodium Fluoride","錠劑 Tablet","罐(瓶)裝 Bot","無 Colorless","EN-ENT Preparations","適應症:預防蛀牙
Indication: Prophylaxis of dental caries.","輕微刺激反應(紅疹)
Skin rash","警  語:請勿與牛奶及制酸劑併服
Precaution:Avoid taking with milk or antacid.","Yubon.jpg","Y","N","fda01","043494","A01AA01","2024-08-11 15:57:01","",
"1146","ISOO","Soonmelt inj 600mg (500mg/100mg)","雙合黴素 靜脈注射劑","Amoxicillin + Clavulanic Acid","注射劑 Injection","小瓶 Vial","無 Colorless","AI-Anti-infective Agents","細菌性感染。Bacterial infection.","輕微腹瀉, 頭痛, 胃痛, 腹脹 , 寒顫
Diarrhea (mild), hedache, stomach pain, swelling of abdomen, chills.","警  語:若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師
Precaution: Report to doctor, if any severe hypersensitivity or skin rash occur.","Soonmelt_ISOO.jpg","N","N","fda01","044070","J01CR02","2024-12-26 15:55:02","",
"1147","EPROS","Prostin E2 Vaginal Tablet 3mg","普洛舒定 - 益二型陰道錠","Dinoprostone","栓劑 Suppository","長方形 Rectangle","無 Colorless","UR-Genitourinary System","用於經產婦或順產婦之引產。Induction &amp; augmentation of labor near term.","腹瀉, 噁心, 嘔吐, 背部疼痛, 頭痛, 子宮不正常收縮
Diarrhea, nausea, vomiting, backache, headache, irregular uterine contractions","警  語:1. 置入陰道錠後，須至少躺臥2小時。 2. 需於冰箱冷藏(2-8°C)
Precaution:1. After the vaginal tablet is put in, lie down for 2 hours. 2. Store in a refrigerator (2-8°C).","EPROS_20240410092412_1.jpg","N","N","fda02","018215","G02AD02","2024-07-07 19:41:40","二級危害性",
"1148","OSAN1","SANDIMMUN Neoral 100mg","新體睦","Ciclosporin","軟膠囊 Soft Cap.","橢圓形 Elliptic","灰 Grey","IM-Allergy and Immune System","乾癬, 類風溼性關節炎, 腎病症候群, 免疫抑制劑。Psoriasis, rheumatoid arthritis, nephrotic syndrome, immunosuppression in organ transplant.","高血壓, 肝毒性, 顫抖, 感覺異常, 臉部水腫
Hypertension; hepatoxicity; tremor; paraesthesia, hypertrichosis, facial oedema.","警  語:1. 應整粒吞服，切勿咬嚼或壓碎。未準備服用前，不應將膠囊自鋁箔中取出。貯藏溫度不可高於25℃ 2.服藥期間避免食用葡萄柚汁
Precaution:1. Swallow the capsule whole. Do not crush, break or chew. Capsules should be left in blister pack until required for use. Storage below 25℃ 2.Avoid grapefruit juice","Sandimmun.jpg","N","N","fda02","021188","L04AD01","2025-04-03 11:35:22","一級危害性",
"1149","OUROP","Uroprin 100mg","路必淨糖衣錠","Phenazopyridine","錠劑 Tablet","圓扁形 Round","暗紫 Dark Purple","UR-Genitourinary System","尿路止痛劑, 減輕排尿灼熱感。Pain and irritability in cystitis, prostatitis and urethritis.","頭暈,  頭痛, 消化不良, 皮膚癢, 胃痛或痙攣
Dizziness, headache, indigestion, itching of the skin, stomach cramps or pain","警  語:1. 尿液或隱形眼鏡呈紅橘色此乃正常現象 2. 請與食物併服減少腸胃不適。Precaution:1. May discolor urine、contact lens to reddish orange 2. Taking with or following food (a meal or a snack) to reduce gastric upset.","Uroprin.jpg","Y","N","fda12","000102","G04BX06","2024-07-07 20:49:36","",
"1150","EPOL0","Polytar Liquid 1% 150mL (限自費)","保麗娜液","Tar + Cade Oil + Coal Tar Soln","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","DE-Dermatologicals","頭皮癢, 頭皮屑, 濕疹, 乾癬等症狀。Seborrhea, psoriasis, dandruff & itching scalp.","輕微的刺激, 毛囊炎
Stinging(mild), folliculitis","警  語:為外用藥品, 請局部使用, 勿接觸眼睛或誤服。For external use. Avoid contact with the eyes or oral consumption.","Polytar_EPOL0.jpg","Y","N","fda02","021018","D05AA","2014-02-10 12:06:54","",
"1151","OCTC1","家計1號口服避孕藥(28&#039;s)","家庭計畫1號口服避孕藥","Levonorgestrel+Ethinyl Estradiol 0.15/0.03mg","錠劑 Tablet","圓扁形 Round","棕.白.黃 Brown.Yellow.White","HR-Hormones","避孕藥。
Contraceptive.","頭痛, 反胃, 陰道點狀出血
Headache, GI upsets, bleeding.","警  語:請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生
Preaution:Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","Contraceptics No1.jpg","Y","N","fda01","030762","G03AB,G03AA12","2024-08-11 15:56:43","",
"1153","OCAL9","Callate 950mg","鈣悅","Calcium Citrate","錠劑 Tablet","橢圓形 Elliptic","白 White","NU-Nutrition","鈣質補充劑及腎性發育不全症之緩解。Ca supplement, renal osteodystrophy.","胃痛, 噁心, 嘔吐, 打嗝, 便祕, 口乾, 食慾不振
Nausea,vomiting, stomach pain, belching, constipation, dry mouth","警  語:請遵照醫師指示使用，若發生過敏現象請與醫師聯絡。Precaution:Follow doctor's advice. Check with doctor if you notice any allergic symptoms.","Callate.jpg","Y","N","fda01","043690","A12AA,A12AA09","2015-06-25 16:20:56","",
"1154","ICET","CetaZONE inj 1gm","喜達隆注射液","Cefmetazole","注射劑 Injection","小瓶 Vial","無 Colorless","AI-Anti-infective Agents","細菌性感染。Treatment and prophylaxis of anaerobic and mixed bacterial infections, gonorrhoea.","過敏反應, 腎毒性, 血液方面病變
Hypersensitivity reactions; nephrotoxicity; neutropenia; thrombocytopenia.","腎功能不足者需調整劑量
Adjust dosage in renal impairment patients","Cetazone.jpg","Y","N","fda01","035182","J01DC09","2024-07-07 19:48:39","",
"1155","OINF","Infloran 250mg (20 capsules/box)","益腹寧膠囊","Lactobacillus + Bifidobacterium","硬膠囊 Hard Cap.","膠囊形 Capsule","紅.黃 Red.Yellow","GI-Gastrointestinal and Hepatobiliary System","緩解輕度腹瀉,腹痛及便秘,整腸,軟便.
Relieve mild diarrhea, abdominal pain, constipation, bowel adjustment, and soft stools.","脹氣
flatulence","警  語:請置於攝氏 2-8 度冰箱冷藏。Precaution:Store in a refrigerator (2-8°C).","OINF_20150308152156.jpg","N","N","fda02","024257","A07FA51,A07FA01","2024-07-07 20:56:38","",
"1156","EAMO","Amocoat Nail Lacquer 5mL","雅舒安 抗甲癬油劑","Amorolfine","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","DE-Dermatologicals","皮真菌, 酵母菌及黴菌引起之甲癬。
Fungal nail infections.","皮膚刺激, 灼熱感, 過敏性反應
Skin irritation, burning sensation, hypersensitivity reactions.","治療期間避免使用化妝品指甲油及人工指甲。
Avoid nail polish during therapy.
為外用藥品, 請局部使用, 勿接觸眼睛或誤服。
For external use. Avoid contact with the eyes or oral consumption.
藥瓶使用後，請立即將藥蓋旋緊，以免藥品揮發乾掉。
Close the bottle tightly to prevent the solution from drying out.","EAMO_20230903140043_1.jpg","N","N","fda01","048884","D01AE16","2023-10-19 15:58:10","",
"1157","LCYP","Cypromin solution 0.4mg/mL, 60mL","希普利敏液","Cyproheptadine","口服液劑 Oral Liq.","罐(瓶)裝 Bot","無 Colorless","IM-Allergy and Immune System","抗組織胺藥，治過敏性鼻炎、蕁麻疹、鼻塞、可促進食慾。Symptomatic relief of allergic conditions.","昏昏欲睡, 口乾, 胃痛或噁心, 頭痛, 體重增加
Sleepy, dryness of mouth, stomach pain, or nausea, headache, weight gain","警  語:部分人使用後可能引起疲倦、睏睡的現象。Precaution:May cause fatigue, sleepiness.","Cypromin.jpg","N","N","fda01","043588","R06AX02","2021-03-10 16:35:57","",
"1158","OURA","Uracare 10mg","友樂可","Trospium","錠劑 Tablet","圓扁形 Round","藍 Blue","UR-Genitourinary System","平滑肌痙攣緩解及鎮痛, 膀胱過動症。Antispasmodics of smooth muscle.","口乾, 眼乾, 複視, 脹氣, 便秘, 腹痛
Dry mouth, dry eyes, blurred vision, flatulence, constipation, abdominal pain.","警  語:本品可能會降低您的注意力、警覺性及動作協調能力。Precaution:May cause dizziness, weakness, lack of coordination.","Uracare.png","N","N","fda01","050008","G04BD09","2024-07-07 20:49:33","",
"1159","OUTA","Utapine 200mg","優達平膜衣錠200毫克","Quetiapine","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","精神病用藥，治療精神分裂症、雙極性疾患之躁症發作。
Treatment of psychotic symptoms.","便秘, 昏昏欲睡, 口乾
constipation; sleepy; dry mouth","警 語：用藥後可能發生頭暈，勿飲酒。Precaution:Avoid drinking alcohol while taking medication.","OUTA_20240714112944_1.jpg","N","N","fda01","048467","N05AH04","2024-07-14 11:29:44","",
"1160","IGLY1","GLYCETOSE 10% inj 500mL","葛林縮斯注射液","Glycerin + Fructose + Sodium Chloride","注射劑 Injection","罐(瓶)裝 Bot","無 Colorless","CV-Cardiovascular System","主要用於降低顱內壓。Treatment of increased intracranial pressure.","頭痛, 口渴, 噁心, 高血鈉
Headache, thirst, nausea; hypernatremia.","警  語:請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生。Precaution:Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","Glycetose.jpg","Y","N","fda01","023733","B05BC,V06DC02,B05XA03","2024-07-07 20:52:44","",
