ÃÄ«~¥N½X,¦³®Ä¤é´Á(°_),¦³®Ä¤é´Á(¨´),ÃÄ«~ª¬ºA,°Ó«~¤¤¤å¦WºÙ,°Ó«~­^¤å¦WºÙ,°Ó«~¾Ç¦W,³~®|,ÀW²v,ÃÄ²z¤ÀÃþ1,ÃÄ²z¤ÀÃþ2,¾¯«¬,¦¸³æ¦ì¾¯¶q,³q¥Î°Ó«~¦W,²Õ®Mµù°O,DCµù°O,DC´À¥NÃÄ,Á{±Äµù°O,¥i°hÃÄ,ÃÄ¥]¾÷,°·«O­­¨î,ÃÄÅÒ¦C¦Lµù°O,ÃÄ«~¶i¦ìµù°O,¾AÀ³¯g(¤¤)1,¾AÀ³¯g(¤¤)2,¾AÀ³¯g(­^)1,¾AÀ³¯g(­^)2,¥~Æ[(¤¤),¥~Æ[(­^),°Æ§@¥Î(¤¤),°Æ§@¥Î(­^),ºÞ¨î§Ü¥Í¯ÀÃþ§O,ªù¦í¶E¨Ï¥Îµù°O,¤¤¤å°Ó«~¦W,¼ÐÅÒ°Ó«~¦W,¬Ì­]ºØÃþ,¥»°|­­¨î,¶^­Ë°ª­·ÀIÃÄª«,»ó­GºÞ¥i¥Î,­¹ª«¥æ¤¬§@¥Î,Äµ»y(¤¤)1,Äµ»y(¤¤)2,Äµ»y(­^)1,Äµ»y(­^)2,³Æ¥ÎÄæ,³Æµù(­^),ÃÄ§½¤º³¡·¾³qMEMO,¯S®íÃÄ¨ÆªA°È¶O,³B¤èÅÒ¦C¦L¤ÀÃþ,Äµ»y,°ªÄµ°T,¾¯«¬´£¥Ü,³Ì¤jìH­È,³Ì¤pìH­È,»ÝªþªÅ°w,¥]¸Ë¶q,ÂIºw,¶E¶¡´£¥Ü,©T©w³~®|­­¨î,©T©wÀW²v­­¨î,ÃÄ«~¦¨¤Àµù°O,µoÃÄ½Ã±Ð,³s³B¦^§åµù°O,³s³B¶}¥ß­­¨î,¿i¯»µù°O,UD·|¹L±b,ÃÄ§½Àx¦ì,ªù¶E¨C¦¸¶q,¦í°|¨C¦¸¶q,ªù¶E¨C¦¸¶q³Ì¤j¶q,¦í°|¨C¦¸¶q³Ì¤j¶q,ªù¶E³Ì¤jµ¹ÃÄ¤Ñ¼Æ,¦í°|³Ì¤jµ¹ÃÄ¤Ñ¼Æ,ªù¶E¹w³]ªA¥Î¤Ñ¼Æ,¦í°|¹w³]ªA¥Î¤Ñ¼Æ,ªù¶E¨C¤é³Ì¤j¶q,¦í°|¨C¤é³Ì¤j¶q,ªù¦í¤p¨à¨C¤é·¥¶q/kg,ªù¦í¤p¨à¨C¦¸·¥¶q/kg,¨C¦¸¦í°|³Ì¤jÁ`¶q,¹Ï¤ù,¤p¨à°®¯»µ}ÄÀ²G,¤p¨à¾¯¶q´«ºâ1,¤p¨à¾¯¶q´«ºâ2,¤p¨à¾¯¶q´«ºâ3,¤p¨à¤é¾¯¶q«ØÄ³,ATC_CODE_1,ATC_CODE_2,ATC_CODE_3,ATC_CODE_4,ATC_CODE_5,DDD³æ¦ì¾¯¶q_­È,DDD³æ¦ì¾¯¶q_³æ¦ì,DDD_­È,DDD_³æ¦ì,­p»ù³æ¦ì,¨Æ«e¼f¬d,ªù¶Eµ¹¥I,¦í°|µ¹¥I,°·«O®Ö»ù¦¨¤À¦WºÙ,°·«OATC_CODE,°·«O¥N½X,¯S¶E°ê»ÚÂåÀø±M¥Î,HL7¾¯«¬¥N½X1,HL7¾¯«¬¥N½X2,¦M®`©ÊÃÄª«,ª`®g¾¯¦¸¤ÀÃþ,ª`®g¾¯¥]¸Ë¾¯¶q_­È,ª`®g¾¯¥]¸Ë¾¯¶q_³æ¦ì,¥]¸ËÅé¿n_­È,¥]¸ËÅé¿n_³æ¦ì,IVDµ}ÄÀ,¿éª`¼Ò¦¡,²§°Ê¤H­û,²§°Ê®É¶¡,°·«O»ù®æ,¦Û¶O»ù®æ
OFUC,20030918,99999999,¥i¥Î,Fucidin 250mg,Fucidin 250mg,Fusidate,PO,TID,QANB,AI-01-13,¤fªA,TAB,Fucidin,«D²Õ®M,Á{±ÄÃÄ¡A½Ð³qª¾ÃÄ§½¥~ÁÊ,,­Ó®×Á{±Ä,¬O,¤£¥i¥ÎÃÄ¥]¾÷,±ø¥ó¤Uµ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:²Óµß©Ê·P¬V¥Î,,Indication:Antibiotic for infection.,,¥~ Æ[:¥Õ¦â¾ò¶ê§Î¦³121¼Ð°O,Appearance:White elliptic tablet,¸z­G¾÷¯à»ÙÃª¡A¶À¯n,GI disturbances¡A jaundice,¯S®íÃþ§Ü¥Í¯À,¬Ò¥i¥Î,ªA§Y²b,Fucidin 250mg,,,§_,¬O,,½Ð¿í«ü¥ÜªA§¹¾ã­ÓÀøµ{¡A ­Yµo¥Í¥ÎÃÄ¤£¨}¤ÏÀ³½Ð§iª¾Âå¥Í,,Follow doctor's advice. Check with doctor if you notice any side effects.,,,,Á{±ÄÃÄ¡A½Ð³qª¾ÃÄ§½¥~ÁÊ,¤@¯ë,¤@¯ë,Äµ »y:½Ð¿í«ü¥ÜªA§¹¾ã­ÓÀøµ{¡A­Yµo¥Í¥ÎÃÄ¤£¨}¤ÏÀ³½Ð§iª¾Âå¥Í,,¤fªAÃÄ,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,14,14,0,0,6.00,6.00,0.15,0.05,,¦³¹Ï¤ù,,0,,0,,J01XC01,,,,,0.25,g,1.50,g,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,FUSIDIC ACID,J01XC01,BC19108100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202401261257,48.90,64.00
OFUCO,20180329,99999999,°±¥Î,Fucole Paran 500mg,Fucole Paran 500mg,Acetaminophen,PC,,CNEU,CN-01-05,¤fªA,TAB,Panadol,«D²Õ®M,°±¥Î,ODEPY,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:°h¿N¡A ¤îµh§@¥Î,,Indication:Relief of pain or fever,,¥~ Æ[:¶À¦â¶ê§Î¿õ¾¯,Appearance:Yellow round tablet,äú¤ß¡A ¹Ã¦R,Nausea; vomiting,,¬Ò¥i¥Î,²z«_§B¼Ö¤îµh¿õ,Fucole Paran 500mg,,,,¬O,,¥ÎÃÄ´Á¶¡À³Á×§K¶¼¥Î§t°sºë¶¼®Æ,,Avoid alcohol while taking medication.,,,,,¤@¯ë,¤@¯ë,Äµ »y¡G¥ÎÃÄ´Á¶¡À³Á×§K¶¼¥Î§t°sºë¶¼®Æ,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,0,1,8.00,8.00,0.20,0.04,,¦³¹Ï¤ù,,0,,0,,N02BE01,,,,,0,,0,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,ACETAMINOPHEN,N02BE01,A006271100,,SolidDrugForm,ORTAB,,,0,,0,,,³æ¦¸¿éª`,PH006,202007270941,0.41,2.00
OFUG,20040106,99999999,°±¥Î,Fuferel 250mg,Fuferel 250mg,Flutamide,PO,,RACA,ON-05-04,¤fªA,TAB,,«D²Õ®M,°±¥Î,,¤w°±¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,,,,,,,,,,¬Ò¥i¥Î,,Fuferel 250mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,10.00,10.00,60,60,30,30,0,0,0,0,,µL¹Ï¤ù,,0,,0,,L02BB01,,,,,,,,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,FLUTAMIDE,L02BB01,B015543100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH032,202303261559,48.10,60.00
OFUN,20211014,99999999,¥i¥Î,Fungitech 250mg,Fungitech 250mg,Terbinafine,PO,QD,QANB,AI-02-00,¤fªA,TAB,Lamisil (ÀøÅðµÎ),«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,±ø¥ó¤Uµ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:Åðµß·P¬V,,Indication:Antifungal agent.,,¥~ Æ[:¥Õ¦â¶ê¿õ,Appearance:White round tablet,¸¡Âm¡A äú¤ß©M¹Ã¦R¡A ­Gµh¡A ¨ýÄ±§ïÅÜ©Î¨ýÄ±³à¥¢,Diarrhea¡A nausea and vomiting¡A stomachache¡A change of taste or loss of taste,,¬Ò¥i¥Î,Åð¯S§JµÎ¿õ250¤½µ·,Fungitech 250mg,,,,¬O,,ªø´Á§ë»PÀ³¯d·N¨xÅ¦¥\¯àÅÜ¤Æ,¤Å¶¼°s,Should monitor liver function with long-term use.,Avoid alcohol.,¨Ö¥Î¨ä¥LÃÄª«À³§iª¾Âå®v¡A¥HÁ×§K¤£·íªºÃÄª«¥æ¤¬§@¥Î¡C,Check all drugs you are taking with your doctor.Drug-drug interactions may occur,2021.10 [OLAMS] ¯Ê³f´À¥N,¤@¯ë,¤@¯ë,Äµ »y:ªø´Á§ë»PÀ³¯d·N¨xÅ¦¥\¯àÅÜ¤Æ¡A¤Å¶¼°s¡C,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,1.00,1.00,28,28,1,1,2.00,2.00,0,0,,¦³¹Ï¤ù,,0,,0,,D01BA02,,,,,0.25,g,0.25,g,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,TERBINAFINE,D01BA02,AC45950100,,SolidDrugForm,ORTAB,,,0,,0,,,,PH006,202112030934,6.90,10.00
OFYB,19960101,99999999,°±¥Î,Fybogel,Fybogel,Ispaghula Husk,PO,,ALIM,GI-03-00,¤fªA,PK,Fybogel,«D²Õ®M,°±¥Î,OKON,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°³n«K¾¯,,Constipation due to insufficient fibre.,,¥~ Æ[:¯»¾¯¥]¸Ë,,,,,¥u¥Î©ó¦í°|,,Fybogel,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¿í«ü¥ÜªA§¹¾ã­ÓÀøµ{¡A­Yµo¥Í¥ÎÃÄ¤£¨}¤ÏÀ³½Ð§iª¾Âå¥Í,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,PK,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,ISPAGHULA HUSK,A06AC01,B0214581BD,§_,SolidDrugForm,POWD,,,,,,,,,PH047,202303141741,6.00,8.00
OFYC,20151220,99999999,¥i¥Î,Fycompa 2mg,Fycompa 2mg,Perampanel,PO,HS,CNEU,CN-03-01,¤fªA,TAB,Fycompa,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,±ø¥ó¤Uµ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:12·³¥H¤W±wªÌ§½³¡Åöíwµo§@¤§»²§UªvÀø¡C,,Indication: Adjunctive treatment of partial-onset seizures,,¥~ Æ[:¾ï¦â¶ê§Î¿õ¾¯¡A¤@­±¨è 2¤ÎE 275,Appearance:Orange round tablet¡A markings : 2¡A E 275,ÀY·w¡A¶ÝºÎ¡A¨BºA²§±`¡A¯h³Ò¡AÀYµh,Dizziness¡A drowsiness¡A abnormal gait¡A fatigue¡A headache,,¬Ò¥i¥Î,Åö±±¹F½¤¦ç¿õ2²@§J,Fycompa 2mg,,,¬O,§_,,À³¾ã²É§]ªA¡A ¤Á¤Å«rÄZ©ÎÀ£¸H,ªAÃÄ«á¡A ½Ð¤Å¶}¨®©Î¾Þ§@¦MÀI¾÷±ñ,Swallow whole¡A do not chew/crush/split.,Be careful driving or operating machinery.,­Y¥X²{¦Û±þ·N©À©Î¦æ¬°¤§¼x¥üÀ³´NÂå¡C,Monitor for signs of suicidal ideation & behaviors.,2015¦~²Ä¥|¦¸ÃÄ©e·|·s¶iÃÄ«~,¤@¯ë,¤@¯ë,À³¾ã²É§]ªA¡A ¤Á¤Å«rÄZ©ÎÀ£¸H,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,6.00,6.00,999,999,1,1,6.00,6.00,0,0,,¦³¹Ï¤ù,,0,,0,,N03AX22,,,,,0,,0,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,PERAMPANEL,N03AX22,BC26328100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141742,56.00,70.00
OFZP,20171002,99999999,°±¥Î,Fluzepam 2mg,Fluzepam 2mg,Flunitrazepam,PO,HS,CNEU,CN-02-07,¤fªA,TAB,FM2,«D²Õ®M,°±¥Î,OFAL,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥¢¯v¯g,,Indication:Insomnia,,¥~ Æ[:¥Õ¦â¶ê«ó«¬¿õ¾¯,Appearance:White round tablet,ÀY·w¡A ¶ÝºÎ¡A «K¯µ¡A µø¤O¼Ò½k¡A¤f°®,Dizzy¡A sleepy¡A constipation¡A blurred vision¡A dry mouth or thirst,,¥u¥Î©óªù¶E¤Î¦í°|STAT,´_º¸ÀR¿õ2¤½µ·,Fluzepam 2mg,,,,¬O,,¤Å¶}¨®©Î¾Þ§@¦MÀI¾÷±ñ; ¤Å¶¼°s©Î¸²µå¬c¥Ä,«æ©Ê¯U¨¤«C¥ú²´±wªÌ¡A­«¯g¦ÙµL¤O±wªÌ¸T¥Î,Caution in driving or using machinery¡A avoid alcohol or grapefruit juice.,Contraindications:glaucoma and myasthenia gravis.,­¹ª«¥æ¤¬§@¥Î: ªAÃÄ´Á¶¡Á×§K­¹¥Î¸²µå¬c¥Ä»P¶¼°s,Food interaction: Avoid grapefruit juice and alcohol.,,¤@¯ë,¤T¯ÅºÞ¨î,Äµ »y¡G¤Å¶}¨®©Î¾Þ§@¦MÀI¾÷±ñ¡F¤Å¶¼°s©Î¸²µå¬c¥Ä,­¹ ­¹ª«¥æ¤¬,,0,0,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,30,30,1,1,2.00,2.00,0,0,,¦³¹Ï¤ù,,0,,0,,N05CD03,,,,,0,,0,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,FLUNITRAZEPAM,N05CD03,AC40148100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141742,1.77,3.00
OGAB,20061201,99999999,°±¥Î,Gabemid (Glibenclamide) 5 mg,Gabemid (Glibenclamide) 5 mg,Glibenclamide,AC15,,META,ME-02-01,¤fªA,TAB,Euglucon,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¿}§¿¯f,,Treatment of type 2 diabetes,,¥~ Æ[:¤¤¥¡¨è²ª¦LSTD 236 ¡A¥Õ¦â¾ò¶ê§Î¿õ¾¯,Appearance:White Elliptic Tablet,,,,¬Ò¥i¥Î,ÁÞ©w¶¶¿õ,Gabemid (Glibenclamide) 5 mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¨Ì·ÓÂå®v«ü¥ÜªA¥Î¡AªAÃÄ´Á¶¡½Ð«ö®É¶iÀ\¡A¨Ãª`·N¦å¿}ÅÜ¤Æ,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,99,99,1,1,0,0,0,0,,¦³¹Ï¤ù,,0,,0,,A10BB01,,,,,,,,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,GLYBURIDE (=GLIBENCLAMIDE),A10BB01,A0464231G0,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141742,1.50,3.00
OGAL,20021224,99999999,°±¥Î,Galzin 25mg,Galzin 25mg,Zinc Acetate,PO,,META,ME-07-00,¤fªA,CAP,,«D²Õ®M,°±¥Î,,¤w°±¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,±ø¥ó¤Uµ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g¡GªvÀø«Âº¸´Ë¤ó¯g(Wilson's disease)¥ÎÃÄ,,Treatment of Wilson's disease,,¥~ Æ[:¤ôÂÅ¦â½¦Ån¡A¤W¦³93¤Î215¦r¼Ë,Appearance:Light Blue Capsule,,,,¬Ò¥i¥Î,,Galzin 25mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y: ½Ð©ó¶º«e¤@¤p®É©Î¶º«á¨â¤p®ÉªA¥Î¡A¤Å»P¤@¯ë­GÃÄ¦PªA¡C,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,99,99,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,CAP,,°·«Oµ¹¥I,°·«Oµ¹¥I,ZINC ACETATE,A16AX05,X000049100,§_,SolidDrugForm,ORCAP,,,,,,,,,PH047,202303141742,50.75,61.00
OGALM,20150315,99999999,¥i¥Î,GalVUS Met 50/850mg,GalVUS Met 50/850mg,Vildagliptin + Metformin,PO,BID,META,ME-02-09,¤fªA,TAB,Galvus Met,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:ªvÀø²Ä¤G«¬¿}§¿¯f,,Indication:Treatment of type 2 diabetes,,¥~ Æ[:¶À¦â¾ò¶ê§Î¿õ¾¯¡A ¦L¦³ "NVR" ¤Î "SEH",Appearance:Yellow Elliptic tablet¡A marking: "NVR" and "SEH",¸z­G¾÷¯à»ÙÃª¡A ÀYµh¡A ·w¯t¡A ¸¡µh,GI disturbances¡A headache¡A dizziness¡A abdominal pain,,¬Ò¥i¥Î,°ª¿}Àu¬ü½¤¦ç¿õ 50/850²@§J,Galvus Met 50/850mg,,,,¬O,,ªA¥Îªì´Á¥i¯à·|¦³äú¤ß¡A ¸¡µh¡A ¸¡Âmµ¥¸z­G¤£¾A,,May occur nausea¡A abdominal pain¡A diarrhea.,,¥ÎÀ\«áªAÃÄ¥iÁ×§K§C¦å¿}¨Æ¥óµo¥Í,,2015¦~²Ä¤@¦¸ÃÄ©e·|³q¹L·s¶i,¤@¯ë,¤@¯ë,Äµ »y¡GªA¥Îªì´Á¥i¯à·|¦³äú¤ß¡B¸¡µh¡B¸¡Âmµ¥¸z­G¤£¾A,SA «÷­µ¬Û¦ü,,0,0,§_,1.0,,§_,¬O,§_,½Æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,1,1,2.00,2.00,0,0,,¦³¹Ï¤ù,,0,,0,,A10BD08,A10BH02,A10BA02,,,0,,0,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,VILDAGLIPTIN 50mg+METFORMIN 0-1000MG,A10BD08,BC25481100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141742,9.40,13.00
OGAS,20040114,99999999,°±¥Î,Gastro-Timelets 30mg,Gastro-Timelets 30mg,Metoclopramide,PO,QD,ALIM,GI-06-00,¤fªA,CAP,,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:ªvÀø®ø¤Æ¨t²Î²§±`©Î¹w¨¾¹Ã¦R,,Treatment of nause¡A vomiting¡A digestive disorder,,¥~ Æ[: ¾í¦â/¶À¦âªø¶ê¬W§Îµw½¦Ån,Appearance:Orange/Yellow Cylinder Hard Capsule,,,,¬Ò¥i¥Î,­G´µ§´«ù®Ä½¦Ån,Gastro-Timelets 30mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:³¡¤À¤H¨Ï¥Î«á¥i¯à¤Þ°_¯h­Â¡BµtºÎªº²{¶H,,,,,§_,1.0,,§_,§_,¬O,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,1.00,1.00,60,60,30,30,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,CAP,,°·«Oµ¹¥I,°·«Oµ¹¥I,METOCLOPRAMIDE,A03FA01,B019538100,§_,SolidDrugForm,ORCAP,,,,,,,,,PH047,202303141742,7.50,10.00
OGASD,20060415,99999999,°±¥Î,Gaster D 20mg,Gaster D 20mg,Famotidine,PC,BID,ALIM,GI-01-03,¤fªA,TAB,Gaster,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,±ø¥ó¤Uµ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv­G¼ìºÅ¡A °f¬y©Ê­¹¹Dª¢,,Indication:Peptic ulcer¡A gastroesophageal reflux.,,¥~ Æ[:¥Õ¦â¶ê¥Y§Î¿õ¾¯¡A ¤@­±¦L¦³¹Ï®×¤Î121,Appearance:White round tablet,«K¯µ(©Î¸¡Âm)¡A ©Ê¥\¯à­°§C,Constipation(or diarrhea)¡A decreased sexual ability.,,¬Ò¥i¥Î,»\µÎ®õD¤fµÄ¤º±Y´²¿õ,Gaster D 20mg,,,§_,¬O,,½Ð¤Å©â·Ï©Î³Ü°s¡A ¥HÁ×§K¼vÅTÃÄ«~Àø®Ä,,Avoid smoking or alcohol.,,,,104-3 ÃÄ©e·|§ï¥HVesYCA 150mg ´À¥N,¤@¯ë,¤@¯ë,Äµ »y:½Ð¤Å©â·Ï©Î³Ü°s¡A¥HÁ×§K¼vÅTÃÄ«~Àø®Ä,LA ¥~Æ[¬Û¦ü,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,1,1,8.00,8.00,0,0,,¦³¹Ï¤ù,,0,,0,,A02BA03,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,FAMOTIDINE,A02BA03,BC241851G0,§_,SolidDrugForm,DISINTAB,,,,,,,,,PH047,202303141742,2.00,3.00
OGAST,19960101,99999999,°±¥Î,Gaster 20mg,Gaster 20mg,Famotidine,PO,BID,ALIM,GI-01-03,¤fªA,TAB,Gaster,«D²Õ®M,°±¥Î,OGASD,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,­­¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv¼ìºÅ¡B°f¬y©Ê­¹¹Dª¢,,Treatment of peptic ulcer¡A gastroesophageal reflux,,¥~ Æ[:¥Õ¦â¶ê¥Y§Î¿õ¾¯¡A ¤@­±¦L¦³¹Ï®×¤Î117,Appearance:White Round Tablet,,,,,»\µÎ®õ,Gaster 20mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¤Å©â·Ï©Î³Ü°s¡A¥HÁ×§K¼vÅTÃÄ«~Àø®Ä,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,FAMOTIDINE,A02BA03,A031369100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141742,3.96,6.00
OGEM,19960101,99999999,°±¥Î,Gemnpid 300mg,Gemnpid 300mg,Gemfibrozil,PO,BIDAC,CAVS,CV-12-00,¤fªA,CAP,Lopid,«D²Õ®M,°±¥Î,OGEMD,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,­­¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°­°¦å¯×ÃÄ,,Indication:Antihyperlipidemic agent.,,¥~ Æ[:²`¬õ/¥Õ¦âªø¶ê¬W§Îµw½¦Ån,Appearance:Dark red/white cylinder capsule,­Gµh¡A µÈ®ð¡A ¤ß¨`¼ö,Stomach pain¡A gas¡A or heartburn,,,¼ä¯×,Gemnpid 300mg,,,§_,¬O,,­Y¦P®É¨Ö¥Î§Ü¾®¦å¾¯warfarin¤§±wªÌ¡A ½Ð°È¥²§iª¾Âå®v,,Imform your doctor if you are taking warfarin.,,,,2015¦~²Ä¤@¦¸ÃÄ©e·|³q¹L§R°£,¤@¯ë,¤@¯ë,Äµ »y:­Y¦P®É¨Ö¥Î§Ü¾®¦å¾¯warfarin¤§±wªÌ¡A ½Ð°È¥²§iª¾Âå®v,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,1,1,8.00,8.00,0,0,,¦³¹Ï¤ù,,0,,0,,C10AB04,,,,,,,,,CAP,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,SolidDrugForm,ORCAP,,,,,,,,,PH047,202303141742,0,3.00
